sample_id,source,text,true_label,pred_label,target_class,target_class_name,position,token,signed_score,abs_score,normalized_abs_score,ig_steps,baseline
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,11,드라마,0.023627325892448425,0.023627325892448425,0.020817106104231955,32,all_pad
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,12,같다,-0.2212725430727005,0.2212725430727005,0.19495452122111948,32,all_pad
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,13,전개,-0.1275404840707779,0.1275404840707779,0.11237089637533067,32,all_pad
test_30048,test,이게 뭐야? 질질 끌다가 황급히 종영한 듯한 삼류 드라마 같은 전개는?,0,0,0,negative,14,?,0.08691845834255219,0.08691845834255219,0.07658042970963028,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,0,엥,0.15988564491271973,0.15988564491271973,0.4073829421920823,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,1,여자,0.3924701511859894,0.3924701511859894,1.0,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,2,자기,0.38912323117256165,0.38912323117256165,0.9914721667283134,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,3,국민,0.002482602372765541,0.002482602372765541,0.006325582634153113,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,4,죽이다,-0.06595014780759811,0.06595014780759811,0.168038633277731,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,5,달라,-0.05820097774267197,0.05820097774267197,0.14829402329526672,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,6,고,0.17050860822200775,0.17050860822200775,0.43444987524976053,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,7,외국,-0.03538806736469269,0.03538806736469269,0.09016753823890797,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,8,군인,-0.014638915657997131,0.014638915657997131,0.03729943694765168,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,9,불,0.012575235217809677,0.012575235217809677,0.032041252512602786,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,10,여,-0.3530786335468292,0.3530786335468292,0.8996318127120635,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,11,들이다,-0.09176266193389893,0.09176266193389893,0.23380800210310293,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,12,여,-0.2769114077091217,0.2769114077091217,0.705560427646114,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,13,자아,-0.13151177763938904,0.13151177763938904,0.3350873365578988,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,14,님,-0.15349887311458588,0.15349887311458588,0.39110967458476514,32,all_pad
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,15,?,0.23982587456703186,0.23982587456703186,0.6110678069206331,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,0,중반,0.06955361366271973,0.06955361366271973,0.2903518791840226,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,1,부,-0.042807191610336304,0.042807191610336304,0.17869881767643678,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,2,부터,-0.027044907212257385,0.027044907212257385,0.11289908917623022,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,3,결말,0.006392817944288254,0.006392817944288254,0.02668684782370018,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,4,보이다,0.11955228447914124,0.11955228447914124,0.4990715597839174,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,5,스토리,-0.02974369376897812,0.02974369376897812,0.12416518603296975,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,6,",",-0.2260884791612625,0.2260884791612625,0.9438073930228547,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,7,But,0.19633741676807404,0.19633741676807404,0.8196114466343288,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,8,CG,-0.10145530849695206,0.10145530849695206,0.4235256505597483,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,9,화려하다,0.16860705614089966,0.16860705614089966,0.7038509290342735,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,10,코믹,-0.23954938352108002,0.23954938352108002,1.0,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,11,요소,-0.10780474543571472,0.10780474543571472,0.4500314041769515,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,12,전작,0.13788004219532013,0.13788004219532013,0.5755808684149123,32,all_pad
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,13,동일,0.11229351162910461,0.11229351162910461,0.46876977923519864,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,0,인류,-0.018438192084431648,0.018438192084431648,0.033778056017746985,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,1,에게,0.07751548290252686,0.07751548290252686,0.14200537187889753,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,2,그,0.2095114290714264,0.2095114290714264,0.3838168490232977,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,3,무겁다,0.33410051465034485,0.33410051465034485,0.6120592435386438,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,4,영화,0.07825429737567902,0.07825429737567902,0.1433588514687933,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,5,내보이다,-0.1115519106388092,0.1115519106388092,0.20435879337790025,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,6,그,0.12745793163776398,0.12745793163776398,0.2334980097317533,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,7,써비스,0.332609087228775,0.332609087228775,0.6093270060849119,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,8,로,-0.25104308128356934,0.25104308128356934,0.45990123237864083,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,9,주다,0.03997322916984558,0.03997322916984558,0.07322941251107494,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,10,제대로,0.05543728917837143,0.05543728917837143,0.10155897339415261,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,11,즐겁다,0.5458630323410034,0.5458630323410034,1.0,32,all_pad
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,12,영화,-0.04260819032788277,0.04260819032788277,0.07805655961927316,32,all_pad
test_4856,test,오유에서 왔어요!,0,0,0,negative,0,오유,1.1134703159332275,1.1134703159332275,1.0,32,all_pad
test_4856,test,오유에서 왔어요!,0,0,0,negative,1,에서,-0.14560088515281677,0.14560088515281677,0.13076314929041014,32,all_pad
test_4856,test,오유에서 왔어요!,0,0,0,negative,2,오다,-0.029414154589176178,0.029414154589176178,0.026416649072969166,32,all_pad
test_4856,test,오유에서 왔어요!,0,0,0,negative,3,!,-0.5793523788452148,0.5793523788452148,0.5203123698539238,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,0,프랑스,0.1633695662021637,0.1633695662021637,0.133982791419506,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,1,영화,-0.20586837828159332,0.20586837828159332,0.16883695432625423,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,2,만의,0.137033611536026,0.137033611536026,0.11238412526096196,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,3,깨알,1.2193324565887451,1.2193324565887451,1.0,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,4,같다,-0.14043594896793365,0.14043594896793365,0.11517445320927737,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,5,코미디,0.17360198497772217,0.17360198497772217,0.1423746116489003,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,6,매력,0.5685123205184937,0.5685123205184937,0.46624882118613264,32,all_pad
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,7,.,-0.04243601858615875,0.04243601858615875,0.0348026646521651,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,0,웬만하다,-0.31880080699920654,0.31880080699920654,0.43821024135445447,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,1,쓰다,0.05703526735305786,0.05703526735305786,0.07839829048036735,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,2,봉준호,-0.5547778010368347,0.5547778010368347,0.7625743371818062,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,3,감독,0.08582654595375061,0.08582654595375061,0.11797357657600233,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,4,감,0.03121742606163025,0.03121742606163025,0.04291016681449578,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,5,많이,0.2793218195438385,0.2793218195438385,0.3839440781534016,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,6,떨어지다,0.7275065183639526,0.7275065183639526,1.0,32,all_pad
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,7,ㅋ,0.17338015139102936,0.17338015139102936,0.238321096807399,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,0,제시,0.008537755347788334,0.008537755347788334,0.02685754334170336,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,1,불쌍하다,-0.003810778260231018,0.003810778260231018,0.011987710835060214,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,2,..,0.061942968517541885,0.061942968517541885,0.1948563637519322,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,3,근데,-0.3061200678348541,0.3061200678348541,0.9629735984141948,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,4,거,0.2012273073196411,0.2012273073196411,0.6330084322774049,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,5,책,-0.051253557205200195,0.051253557205200195,0.1612302739983905,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,6,이랑,0.3157843351364136,0.3157843351364136,0.9933748534682738,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,7,많이,0.3178904056549072,0.3178904056549072,1.0,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,8,다르다,0.01574688032269478,0.01574688032269478,0.04953556333433084,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,9,...,0.26091456413269043,0.26091456413269043,0.8207689174989818,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,10,책,-0.00061841681599617,0.00061841681599617,0.0019453774162266028,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,11,오리,-0.06829690933227539,0.06829690933227539,0.21484419824364429,32,all_pad
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,12,지나다,-0.2621162235736847,0.2621162235736847,0.8245490235343265,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,0,음식,0.004570869728922844,0.004570869728922844,0.005793208130868924,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,1,가지,-0.10388781130313873,0.10388781130313873,0.13166940841285985,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,2,고,0.1266789436340332,0.1266789436340332,0.16055532749639542,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,3,장난,0.789004921913147,0.789004921913147,1.0,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,4,치다,0.49058863520622253,0.49058863520622253,0.6217814636905727,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,5,년놈,-0.08180524408817291,0.08180524408817291,0.10368153837344245,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,6,사지,-0.4875391721725464,0.4875391721725464,0.6179165156414756,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,7,찢다,0.07402083277702332,0.07402083277702332,0.09381542588801679,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,8,본보기,0.1593150496482849,0.1593150496482849,0.20191895541283097,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,9,로,-0.02142893522977829,0.02142893522977829,0.02715944430082677,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,10,삼다,0.33831536769866943,0.33831536769866943,0.4287873982817954,32,all_pad
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,11,야하다,-0.20274782180786133,0.20274782180786133,0.2569664854767277,32,all_pad
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,0,비추다,0.3314012289047241,0.3314012289047241,0.13265017099973841,32,all_pad
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,1,~,0.043179161846637726,0.043179161846637726,0.017283349315003783,32,all_pad
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,2,보다,-0.4012528657913208,0.4012528657913208,0.16060972808479243,32,all_pad
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,3,후회,0.019441895186901093,0.019441895186901093,0.007782019184493912,32,all_pad
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,4,쓰레기,2.498309850692749,2.498309850692749,1.0,32,all_pad
test_3509,test,존.나 재미없다.,0,0,0,negative,0,존,0.028984853997826576,0.028984853997826576,0.010514048136524293,32,all_pad
test_3509,test,존.나 재미없다.,0,0,0,negative,1,.,-0.0014503467828035355,0.0014503467828035355,0.000526102904992827,32,all_pad
test_3509,test,존.나 재미없다.,0,0,0,negative,2,나,-0.15360434353351593,0.15360434353351593,0.05571887517569353,32,all_pad
test_3509,test,존.나 재미없다.,0,0,0,negative,3,재미없다,2.7567739486694336,2.7567739486694336,1.0,32,all_pad
test_3509,test,존.나 재미없다.,0,0,0,negative,4,.,0.3361833989620209,0.3361833989620209,0.12194811951276634,32,all_pad
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,0,애슐리,-0.574106752872467,0.574106752872467,0.766043617002409,32,all_pad
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,1,쥬드,-0.014425136148929596,0.014425136148929596,0.01924778521762651,32,all_pad
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,2,우아하다,0.5002056360244751,0.5002056360244751,0.6674356863910629,32,all_pad
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,3,매력,0.7494439482688904,0.7494439482688904,1.0,32,all_pad
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,4,.,0.32437556982040405,0.32437556982040405,0.43282165473437445,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,0,주말,-0.06727990508079529,0.06727990508079529,0.08598246148052271,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,1,온,-0.16980592906475067,0.16980592906475067,0.21700880429960487,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,2,가족,0.09049519896507263,0.09049519896507263,0.11565117325659907,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,3,함께,0.32469427585601807,0.32469427585601807,0.4149532172081697,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,4,보다,0.08276350796222687,0.08276350796222687,0.10577021663168774,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,5,ㅎ,0.5756813883781433,0.5756813883781433,0.7357100569900572,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,6,ㅎ,0.37480446696281433,0.37480446696281433,0.47899310506841003,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,7,볼거리,-0.07060755789279938,0.07060755789279938,0.09023513959273316,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,8,많다,-0.052806273102760315,0.052806273102760315,0.0674854302712756,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,9,재미있다,0.7824840545654297,0.7824840545654297,1.0,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,10,.,0.32681065797805786,0.32681065797805786,0.4176579140127777,32,all_pad
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,11,엘르,0.13910511136054993,0.13910511136054993,0.17777373295843724,32,all_pad
