sample_id,source,text,true_label,pred_label,target_class,target_class_name,position,token,signed_score,abs_score,normalized_abs_score
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,12,여,-0.3628714084625244,0.3628714084625244,0.7287757307467742
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,13,자아,-0.18807163834571838,0.18807163834571838,0.3777151973721816
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,14,님,-0.26990044116973877,0.26990044116973877,0.5420567359543483
test_43365,test,엥 이여자 자기국민 죽여달라고 외국군인 불여들인 여자아님?,0,0,0,negative,15,?,0.29459694027900696,0.29459694027900696,0.5916561498665711
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,0,중반,0.1001732349395752,0.1001732349395752,0.24971469983956626
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,1,부,-0.05227332189679146,0.05227332189679146,0.13030842914225707
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,2,부터,-0.06695310771465302,0.06695310771465302,0.16690261831292344
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,3,결말,0.02295241504907608,0.02295241504907608,0.05721643548828655
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,4,보이다,0.18071365356445312,0.18071365356445312,0.45048815468502573
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,5,스토리,-0.07789343595504761,0.07789343595504761,0.1941749808790759
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,6,",",-0.2817777395248413,0.2817777395248413,0.7024235933816158
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,7,But,0.2059907764196396,0.2059907764196396,0.5134996881589939
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,8,CG,-0.0413496308028698,0.0413496308028698,0.1030775401297957
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,9,화려하다,0.21682700514793396,0.21682700514793396,0.540512548489512
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,10,코믹,-0.40115073323249817,0.40115073323249817,1.0
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,11,요소,-0.15591055154800415,0.15591055154800415,0.38865827389038277
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,12,전작,0.17784017324447632,0.17784017324447632,0.4433250609102191
test_36983,test,"중반부부터 결말이 보이는 스토리, But CG의 화려함이나 코믹한 요소는 전작과 동일",1,0,0,negative,13,동일,0.06373375654220581,0.06373375654220581,0.1588773278030309
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,0,인류,-0.028079424053430557,0.028079424053430557,0.03527067976166598
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,1,에게,0.06698788702487946,0.06698788702487946,0.08414375973913621
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,2,그,0.2940484583377838,0.2940484583377838,0.3693554749808502
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,3,무겁다,0.4097995162010193,0.4097995162010193,0.5147508536823396
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,4,영화,0.14028379321098328,0.14028379321098328,0.17621104822810144
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,5,내보이다,-0.3096230924129486,0.3096230924129486,0.3889188367444315
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,6,그,0.2058505117893219,0.2058505117893219,0.2585696724505709
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,7,써비스,0.3596521317958832,0.3596521317958832,0.4517605183794107
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,8,로,-0.2824970483779907,0.2824970483779907,0.3548457015356287
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,9,주다,-0.015661627054214478,0.015661627054214478,0.01967263400149245
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,10,제대로,0.10499709844589233,0.10499709844589233,0.13188728615452988
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,11,즐겁다,0.7961123585700989,0.7961123585700989,1.0
test_31700,test,인류에게 그 무거운 영화를 내보인 그들이 써비스로 주는 제대로 즐거운 영화,1,1,1,positive,12,영화,-0.08485004305839539,0.08485004305839539,0.10658048722016443
test_4856,test,오유에서 왔어요!,0,0,0,negative,0,오유,1.5093538761138916,1.5093538761138916,1.0
test_4856,test,오유에서 왔어요!,0,0,0,negative,1,에서,-0.1817799061536789,0.1817799061536789,0.12043557778624096
test_4856,test,오유에서 왔어요!,0,0,0,negative,2,오다,-0.0961974635720253,0.0961974635720253,0.06373420116672925
test_4856,test,오유에서 왔어요!,0,0,0,negative,3,!,-0.8381437659263611,0.8381437659263611,0.5552997075041911
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,0,프랑스,0.21366839110851288,0.21366839110851288,0.12516586019789608
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,1,영화,-0.37589365243911743,0.37589365243911743,0.22019659579210732
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,2,만의,0.08598676323890686,0.08598676323890686,0.050370609946535076
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,3,깨알,1.7070820331573486,1.7070820331573486,1.0
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,4,같다,-0.22410491108894348,0.22410491108894348,0.13127952068855664
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,5,코미디,0.08987027406692505,0.08987027406692505,0.05264555089992055
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,6,매력,0.8777569532394409,0.8777569532394409,0.514185572919409
test_7850,test,프랑스 영화만의 깨알같은 코미디와 매력.,1,1,1,positive,7,.,-0.13364820182323456,0.13364820182323456,0.07829043902245537
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,0,웬만하다,-0.36226335167884827,0.36226335167884827,0.3762072372303986
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,1,쓰다,0.04922335594892502,0.04922335594892502,0.05111801307787332
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,2,봉준호,-0.7683743238449097,0.7683743238449097,0.7979498345411766
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,3,감독,0.14953359961509705,0.14953359961509705,0.1552893002386388
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,4,감,-0.018177136778831482,0.018177136778831482,0.018876793295904727
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,5,많이,0.27291542291641235,0.27291542291641235,0.283420215644585
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,6,떨어지다,0.9629356265068054,0.9629356265068054,1.0
test_11908,test,웬만하면안쓰려고했는데 봉준호감독 감많이 떨어졌다 ㅋ,0,0,0,negative,7,ㅋ,0.14862439036369324,0.14862439036369324,0.15434509459666654
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,0,제시,0.04626079648733139,0.04626079648733139,0.11152654276894214
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,1,불쌍하다,-0.011653225868940353,0.011653225868940353,0.028093852504775384
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,2,..,0.051406048238277435,0.051406048238277435,0.12393082853639543
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,3,근데,-0.40122461318969727,0.40122461318969727,0.9672810971835979
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,4,거,0.2813941240310669,0.2813941240310669,0.6783911257834495
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,5,책,-0.1264093965291977,0.1264093965291977,0.30475054557848996
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,6,이랑,0.3662000894546509,0.3662000894546509,0.8828432072011332
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,7,많이,0.41479629278182983,0.41479629278182983,1.0
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,8,다르다,0.01869455724954605,0.01869455724954605,0.04506924862845584
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,9,...,0.40860968828201294,0.40860968828201294,0.9850851981864966
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,10,책,-0.0928659588098526,0.0928659588098526,0.2238832902460323
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,11,오리,-0.18040771782398224,0.18040771782398224,0.4349308828535533
test_34941,test,제시가 불쌍하다.. 근데 이거 책이랑 많이 다르다... 책이 오리지날인데,1,0,0,negative,12,지나다,-0.34656596183776855,0.34656596183776855,0.835508821724334
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,0,음식,-0.006941492669284344,0.006941492669284344,0.007423602472861465
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,1,가지,-0.14386257529258728,0.14386257529258728,0.15385431067585878
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,2,고,0.20314043760299683,0.20314043760299683,0.21724921811136094
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,3,장난,0.9350571632385254,0.9350571632385254,1.0
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,4,치다,0.5655874013900757,0.5655874013900757,0.6048693316579609
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,5,년놈,-0.22001725435256958,0.22001725435256958,0.23529818603875557
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,6,사지,-0.6987398862838745,0.6987398862838745,0.7472697004574808
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,7,찢다,0.04320855438709259,0.04320855438709259,0.046209532513971495
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,8,본보기,0.19371125102043152,0.19371125102043152,0.207165143090848
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,9,로,0.0011066198348999023,0.0011066198348999023,0.001183478271068667
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,10,삼다,0.4552287757396698,0.4552287757396698,0.4868459316038036
test_23264,test,음식가지고 장난치는 년놈들은 사지를 찢어 본보기로 삼아야한다,0,0,0,negative,11,야하다,-0.2744934558868408,0.2744934558868408,0.2935579413521051
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,0,비추다,0.5008849501609802,0.5008849501609802,0.1728602324919324
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,1,~,0.04559910297393799,0.04559910297393799,0.015736690709044442
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,2,보다,-0.6274454593658447,0.6274454593658447,0.21653748619743712
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,3,후회,0.07699662446975708,0.07699662446975708,0.026572278529547768
test_7707,test,비추~ 보면후회 쓰레기,0,0,0,negative,4,쓰레기,2.897629737854004,2.897629737854004,1.0
test_3509,test,존.나 재미없다.,0,0,0,negative,0,존,0.0465155765414238,0.0465155765414238,0.013301694925712156
test_3509,test,존.나 재미없다.,0,0,0,negative,1,.,-0.006371732801198959,0.006371732801198959,0.0018220745000166697
test_3509,test,존.나 재미없다.,0,0,0,negative,2,나,-0.13763585686683655,0.13763585686683655,0.03935864746836491
test_3509,test,존.나 재미없다.,0,0,0,negative,3,재미없다,3.4969661235809326,3.4969661235809326,1.0
test_3509,test,존.나 재미없다.,0,0,0,negative,4,.,0.21070000529289246,0.21070000529289246,0.06025222946029951
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,0,애슐리,-0.8554953336715698,0.8554953336715698,0.8010486030680977
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,1,쥬드,0.10591952502727509,0.10591952502727509,0.09917843408519199
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,2,우아하다,0.4636111855506897,0.4636111855506897,0.43410533983660266
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,3,매력,1.0679693222045898,1.0679693222045898,1.0
test_4154,test,애슐리 쥬드의 우아한 매력 .,0,1,1,positive,4,.,0.4238817095756531,0.4238817095756531,0.3969043873850624
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,0,주말,-0.07429709285497665,0.07429709285497665,0.08706675762413124
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,1,온,-0.2535514533519745,0.2535514533519745,0.2971301040988694
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,2,가족,0.07620061188936234,0.07620061188936234,0.08929744019906427
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,3,함께,0.29840001463890076,0.29840001463890076,0.3496869224791225
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,4,보다,0.12557607889175415,0.12557607889175415,0.1471592171930423
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,5,ㅎ,0.6611977815628052,0.6611977815628052,0.7748398325801508
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,6,ㅎ,0.43572551012039185,0.43572551012039185,0.5106149638230689
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,7,볼거리,-0.11022067070007324,0.11022067070007324,0.12916462881992363
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,8,많다,-0.09849722683429718,0.09849722683429718,0.11542624140315055
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,9,재미있다,0.8533347845077515,0.8533347845077515,1.0
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,10,.,0.4187251031398773,0.4187251031398773,0.4906926457725734
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,11,엘르,0.1328204870223999,0.1328204870223999,0.15564874353389657
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,12,패닝,0.15727466344833374,0.15727466344833374,0.1843059327987644
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,13,어리다,-0.04566078633069992,0.04566078633069992,0.05350864298475712
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,14,때,0.1158459484577179,0.1158459484577179,0.13575673998165205
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,15,모습,0.321176141500473,0.321176141500473,0.37637765075490787
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,16,신선하다,0.5836875438690186,0.5836875438690186,0.6840076772514557
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,17,좋다,0.6701706647872925,0.6701706647872925,0.7853549122269547
test_26892,test,주말에 온가족이 함께 봤습니다 ㅎ ㅎ 볼거리 많고 재미있어요. 엘르패닝 어릴때 모습 신선하고 좋았네요 ㅎ,1,1,1,positive,18,ㅎ,0.4181792736053467,0.4181792736053467,0.4900530028745688
test_30826,test,결말 되게맘에든다 남자가 여자에게 끝내 못닿고 여자와 같은 길을 것이라는 결말... 생각할게 많은 영화였음!,1,1,1,positive,0,결말,0.03804086148738861,0.03804086148738861,0.04272861427732932
test_30826,test,결말 되게맘에든다 남자가 여자에게 끝내 못닿고 여자와 같은 길을 것이라는 결말... 생각할게 많은 영화였음!,1,1,1,positive,1,되게,0.1455310583114624,0.1455310583114624,0.16346476427784148
